40N||1||1||10	LIBRO de la generacion de Jesu-Cristo, hijo de David, hijo de Abraham.
48N||4||22||60080	Porque escrito está que Abraham tuvo dos hijos; uno de la sierva, el otro de la libre. 
48N||4||23||60090	Mas el de la sierva nació segun la carne; pero el de la libre [nació] por la promesa. 
48N||4||24||60100	Las cuales cosas son dichas por alegoría: porque estas [mujeres] son los dos pactos; el uno ciertamente del monte Sina, el cual engendró para servidumbre, que es Agar. 
48N||4||25||60110	Porque Agar ó Sina es un monte de Arabia, el cual es conjunto á la que ahora es Jerusalem, la cual sirve con sus hijos. 
48N||4||26||60120	Mas la Jerusalem de arriba libre es; la cual es la madre de todos nosotros. 
48N||4||27||60130	Porque esta escrito: Alégrate, estéril que no pares; prorrumpe^ en [alabanzas] y clama, la que no estás de parto; porque más son los hijos de la dejada, que de la que tiene marido. 
48N||4||28||60140	Así que, hermanos, nosotros, como Isaac, somos hijos de la promesa. 
48N||4||29||60150	Empero como entónces el que era engendrado segun la carne, perseguia al que [habia nacido] segun el Espíritu, así tambien ahora. 
48N||4||30||60160	Mas ¿qué dice la escritura? Echa fuera á la sierva y á su hijo: Porque no será heredero el hijo de la sierva con el hijo de la libre. 
48N||4||31||60170	De manera, hermanos, que no somos hijos de la sierva, mas de la libre.
48N||5||1||60180	ESTAD, pues, firmes en la libertad con que Cristo nos hizo libres, y no volvais otra vez á ser presos en el yugo de servidumbre.
48N||5||2||60190	Hé aquí, yo Pablo os digo: que si os circuncidareis, Cristo no os aprovechará nada.
48N||5||3||60200	Y otra vez vuelvo á protestar á todo hombre que se circuncidare, que está obligado á hacer toda la ley.
48N||5||4||60210	Vacíos sois de Cristo los que por la ley os justificais; de la gracia habeis caido.
48N||5||5||60220	Porque nosotros por el Espíritu esperamos la esperanza de la justicia por la fé.
48N||5||6||60230	Porque en Cristo Jesus ni la circuncision vale algo, ni la incircuncision; sino la fé que obra por la caridad.
48N||5||7||60240	Vosotros corriais bien: ¿quién os embarazó para no obedecer á la verdad?
48N||5||8||60250	Esta persuasion no es de aquel que os llama.
48N||5||9||60260	Un poco de levadura leuda toda la masa. 
48N||5||10||60270	Yo confio de vosotros en el Señor, que ninguna otra cosa sentiréis: mas el que os inquieta, llevará el juicio, quien quiera que él sea. 
48N||5||11||60280	Y yo, hermanos, si aun predico la circuncision, ¿por qué padezco persecucion todavía? pues que quitado es el escándalo de la cruz. 
48N||5||12||60290	Ojalá fuesen tambien cortados los que os inquietan. 
48N||5||13||60300	Porque vosotros, hermanos, á libertad habeis sido llamados: solamente que no [useis] la libertad como ocasion á la carne; sino servíos por amor los unos á los otros. 
48N||5||14||60310	Porque toda la ley en aquesta sola palabra se cumple: Amarás á tu prójimo como á tí mismo. 
48N||5||15||60320	Y si os mordeis y os comeis los unos á los otros, mirad que tambien no os consumais los unos á los otros. 
48N||5||16||60330	Digo pues: Andad en el Espíritu, y no satisfagais la concupiscencia de la carne. 
48N||5||17||60340	Porque la carne codicia contra el Espíritu, y el Espíritu contra la carne: y estas cosas se oponen la una á la otra, para que no hagais lo que quisiereis. 
48N||5||18||60350	Mas si sois guiados del Espíritu, no estais debajo de la ley. 
48N||5||19||60360	Y manifiestas son las obras de la carne, que son: adulterio, fornicacion, inmundicia, disolucion, 
48N||5||20||60370	Idolatría, hechicerías, enemistades, pleitos, zelos, iras, contiendas, disensiones, herejías, 
48N||5||21||60380	Envidias, homicidios, borracheras, banquetéos, y cosas semejantes á estas: [de] las cuales os denuncio, como ya [os] he anunciado, que los que hacen tales cosas, no heredaran el reino de Dios. 
48N||5||22||60390	Mas el fruto del Espíritu es: caridad, gozo, paz, tolerancia, benignidad, bondad, fé, 
48N||5||23||60400	Mansedumbre, templanza. Contra tales cosas no hay ley. 
48N||5||24||60410	Porque los que son de Cristo, han crucificado la carne con sus afectos y concupiscencias. 
48N||5||25||60420	Si vivimos en el Espíritu, andemos tambien en el Espíritu. 
48N||5||26||60430	No seamos codiciosos de vana gloria, irritando los unos á los otros, envidiándose los unos á los otros.
48N||6||1||60440	HERMANOS, si alguno fuere tomado en alguna falta, vosotros [que sois] espirituales, restaurad al tal con el espíritu de mansedumbre; considerándote á tí mismo, para que tú no seas tambien tentado.
48N||6||2||60450	Sobrellevad los unos las cargas de los otros; y cumplid así la ley de Cristo.
48N||6||3||60460	Porque el que estima de sí que es algo, no siendo nada, á sí mismo se engaña.
48N||6||4||60470	Así que cada uno examine su obra; y entónces tendrá gloria solo respecto de sí mismo, y no en otro.
48N||6||5||60480	Porque cada cual llevará su carga.
48N||6||6||60490	Y el que es enseñado en la palabra, comunique en todos los bienes al que lo instruye.
48N||6||7||60500	No os engañeis: Dios no [puede] ser burlado: que todo lo que el hombre sembrare, eso tambien segará.
48N||6||8||60510	Porque el que siembra para su carne, de la carne segará corrupcion; mas el que siembra para el Espíritu, del Espíritu segará vida eterna.
48N||6||9||60520	No nos cansemos, pues, de hacer bien; que á su tiempo segarémos, si no hubiéremos desmayado. 
48N||6||10||60530	Así que entretanto que tenemos tiempo, hagamos bien á todos, y mayormente á los domésticos de la fé. 
48N||6||11||60540	Mirad en cuán grandes letras os he escrito de mi mano. 
48N||6||12||60550	Todos los que quieren agradar en la carne, estos os constriñen á que os circuncideis, solamente por no padecer persecucion por la cruz de Cristo. 
48N||6||13||60560	Porque ni aun los mismos que se circuncidan guardan la ley; sino que quieren que vosotros seais circuncidados, para gloriarse en vuestra carne. 
48N||6||14||60570	Mas lejos esté de mí gloriarme, sino en la cruz de nuestro Señor Jesu-Cristo, por el cual el mundo me es crucificado á mí, y yo al mundo. 
48N||6||15||60580	Porque en Cristo Jesus, ni la circuncision vale nada, ni la incircuncision, sino la nueva criatura. 
48N||6||16||60590	Y todos los que anduvieren conforme á esta regla, paz sobre ellos, y misericordia, y sobre el Israel de Dios. 
48N||6||17||60600	De aquí adelante nadie me sea molesto: porque yo traigo en mi cuerpo las marcas del Señor Jesus. 
48N||6||18||60610	Hermanos, la gracia de nuestro Señor Jesu-Cristo [sea] con vuestro espíritu. Amen. {Enviada de Roma á los Gálatas.}
49N||1||1||60620	PABLO, apóstol de Jesu-Cristo por la voluntad de Dios, á los santos y fieles en Cristo Jesus, que están en Efeso:
49N||1||2||60630	Gracia [sea] á vosotros, y paz de Dios Padre nuestro, y del Señor Jesu-Cristo.
49N||1||3||60640	Bendito el Dios y Padre del Señor nuestro Jesu-Cristo, el cual nos bendijo con toda bendicion espiritual en [lugares] celestiales en Cristo;
49N||1||4||60650	Segun nos escogió en él ántes de la fundacion del mundo, para que fuésemos santos y sin mancha delante de él en amor;
49N||1||5||60660	Habiéndonos predestinado para ser adoptados hijos por Jesu-Cristo en sí mismo, segun el puro afecto de su voluntad,
49N||1||6||60670	Para la alabanza de la gloria de su gracia, con la cual nos hizo aceptos en el amado:
49N||1||7||60680	En el cual tenemos redencion por su sangre, la remision de pecados, por las riquezas de su gracia,
49N||1||8||60690	Que sobreabundó en nosotros en toda sabiduría é inteligencia;
49N||1||9||60700	Descubriéndonos el misterio de su voluntad, segun su beneplácito, que se habia propuesto en sí mismo, 
49N||1||10||60710	De reunir todas las cosas en Cristo en la dispensacion del cumplimiento de los tiempos, así las que [están] en los cielos, como las que [están] en la tierra: 
49N||1||11||60720	En él [digo,] en quien asimismo tuvimos suerte, habiendo sido predestinados conforme al propósito del que hace todas las cosas segun el consejo de su voluntad, 
49N||1||12||60730	Para que seamos para alabanza de su gloria nosotros, que ántes esperamos en Cristo. 
49N||1||13||60740	En el cual [esperasteis] tambien vosotros en oyendo la palabra de verdad el Evangelio de vuestra salud: en el cual tambien desde que creisteis, fuisteis sellados con el Espíritu Santo de la promesa, 
49N||1||14||60750	Que es las arras de nuestra herencia, para [el dia de] la redencion de la posesion adquirida para alabanza de su gloria. 
49N||1||15||60760	Por lo cual tambien yo, habiendo oido de vuestra fé en el Señor Jesus, y amor para con todos los santos, 
49N||1||16||60770	No ceso de dar gracias por vosotros, haciendo memoria de vosotros en mis oraciones; 
49N||1||17||60780	Que el Dios del Señor nuestro Jesu-Cristo, el Padre de gloria, os dé espíritu de sabiduría y de revelacion para su conocimiento; 
49N||1||18||60790	Alumbrando los ojos de vuestro entendimiento, para que sepais cuál sea la esperanza de su vocacion, y cuales las riquezas de la gloria de su herencia en los santos, 
49N||1||19||60800	Y cual aquella supereminente grandeza de su poder para con nosotros los que creemos, por la operacion de la potencia de su fortaleza, 
49N||1||20||60810	La cual obró en Cristo, resucitándole de los muertos, y colocándole á su diestra en los cielos, 
49N||1||21||60820	Sobre todo principado y potestad, y potencia, y señorío, y todo nombre que se nombra, no solo en este siglo, mas aun en el venidero: 
49N||1||22||60830	Y sometió todas las cosas debajo de sus piés, y dióle por cabeza sobre todas las cosas á la iglesia, 
49N||1||23||60840	La cual es su cuerpo, la plenitud de aquel que hinche todas las cosas en todo.
49N||2||1||60850	Y [DE ella recibisteis] vosotros, que estabais muertos en vuestros delitos y pecados,
49N||2||2||60860	En que en otro tiempo anduvisteis conforme á la condicion de este mundo, conforme á [la voluntad] del príncipe de la potestad del aire, el espíritu que ahora obra en los hijos de desobediencia:
49N||2||3||60870	Entre los cuales todos nosotros tambien vivimos en otro tiempo en los deseos de nuestra carne, haciendo la voluntad de la carne y de los pensamientos; y éramos por naturaleza hijos de ira, tambien como los demás.
49N||2||4||60880	Empero Dios que es rico en misericordia, por su mucho amor con que nos amó,
49N||2||5||60890	Aun estando nosotros muertos en pecados, nos dió vida juntamente con Cristo, por [cuya] gracia sois salvos.
49N||2||6||60900	Y juntamente nos resucitó, y asimismo nos hizo sentar en los cielos con Cristo Jesus,
49N||2||7||60910	Para mostrar en los siglos venideros las abundantes riquezas de su gracia en [su] bondad para con nosotros en Cristo Jesus.
49N||2||8||60920	Porque por gracia sois salvos por la fé; y esto no de vosotros, [pues es] don de Dios:
49N||2||9||60930	No por obras, para que nadie se gloríe. 
49N||2||10||60940	Porque somos hechura suya, criados en Cristo Jesus para buenas obras, las cuales Dios preparó para que anduviésemos en ellas. 
49N||2||11||60950	Por tanto acordáos que en otro tiempo vosotros los Gentiles en la carne, que érais llamados incircuncision por la que se llama circuncision, hecha con mano en la carne; 
49N||2||12||60960	Que en aquel tiempo estabais sin Cristo, alejados de la república de Israel, y extranjeros á los pactos de la promesa, sin esperanza y sin Dios en el mundo: 
49N||2||13||60970	Mas ahora en Cristo Jesus, vosotros que en otro tiempo estabais léjos, habeis sido hechos cercanos por la sangre de Cristo. 
49N||2||14||60980	Porque él es nuestra paz que de ambos hizo uno, derribando la pared intermedia de separacion; 
49N||2||15||60990	Dirimiendo en su carne las enemistades, la ley de los mandamientos en orden á ritos, para edificar en sí mismo los dos en un nuevo hombre, haciendo la paz, 
49N||2||16||61000	Y reconciliar por [su] cruz con Dios á ambos en un mismo cuerpo, matando en ella las enemistades. 
49N||2||17||61010	Y vino, y anunció la paz á vosotros que [estabais] léjos, y á los que [estaban] cerca: 
49N||2||18||61020	Que por él los unos y los otros tenemos entrada por un mismo Espíritu al Padre. 
49N||2||19||61030	Así que ya no sois extranjeros ni advenedizos, sino juntamente ciudadanos con los santos, y domésticos de Dios; 
49N||2||20||61040	Edificados sobre el fundamento de los apóstoles y profetas, siendo la principal piedra del ángulo Jesu-Cristo mismo; 
49N||2||21||61050	En el cual, compaginado todo el edificio, va creciendo para [ser] un templo santo en el Señor: 
49N||2||22||61060	En el cual vosotros tambien sois juntamente edificados, para morada de Dios en Espíritu.
49N||3||1||61070	POR esta causa yo Pablo, prisionero de Cristo Jesus, por vosotros los Gentiles;
49N||3||2||61080	(Si es que habeis oido la dispensacion de la gracia de Dios que me ha sido dada para con vosotros:
49N||3||3||61090	[A saber,] que por revelacion me fué declarado el misterio, como ántes he escrito en breve;
49N||3||4||61100	Leyendo lo cual podeis entender cual sea mi inteligencia en el misterio de Cristo:
49N||3||5||61110	El cual [misterio] en los otros siglos no se dió á conocer á los hijos de los hombres como ahora es revelado á sus santos apóstoles y profetas en Espíritu:
49N||3||6||61120	Que los Gentiles sean juntamente herederos, é incorporados, y consortes de su promesa en Cristo por el Evangelio:
49N||3||7||61130	Del cual yo soy hecho ministro por el don de la gracia de Dios que me ha sido dado segun la operacion de su potencia.
49N||3||8||61140	A mí, que soy ménos que el más pequeño de todos los santos, es dada esta gracia de anunciar entre los Gentiles el Evangelio de las inescrutables riquezas de Cristo,
49N||3||9||61150	Y de aclarar á todos cuál sea la dispensacion del misterio escondido desdé los siglos en Dios, que crió todas las cosas [por Jesu-Cristo:] 
49N||3||10||61160	Para que la multiforme sabiduría de Dios sea ahora notificada por la iglesia á los principados y potestades en los cielos, 
49N||3||11||61170	Conforme á la determinacion eterna, que hizo en Cristo Jesus nuestro Señor: 
